2022-10-27 13:29:45,012 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-10-27 13:29:45,044 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-10-27 13:29:45,044 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-10-27 13:29:45,044 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-10-27 13:29:45,044 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-10-27 13:29:45,044 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-10-27 13:29:45,059 INFO  SwAddin.cs: 201 - Setting up command manager
2022-10-27 13:29:45,059 INFO  SwAddin.cs: 204 - Adding command manager
2022-10-27 13:29:45,059 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-10-27 13:29:45,059 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-10-27 13:29:45,059 INFO  SwAddin.cs: 210 - Adding event handlers
2022-10-27 13:29:45,356 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-10-27 13:30:12,758 INFO  SwAddin.cs: 294 - Assembly export called for file FinalAssem4.SLDASM
2022-10-27 13:30:15,247 INFO  SwAddin.cs: 313 - Saving assembly
2022-10-27 13:30:15,403 INFO  SwAddin.cs: 316 - Opening property manager
2022-10-27 13:30:15,419 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FinalAssem4.SLDASM
2022-10-27 13:30:15,450 INFO  ExportHelperExtension.cs: 1136 - Found 63 in FinalAssem4.SLDASM
2022-10-27 13:30:15,450 INFO  ExportHelperExtension.cs: 1145 - Found 5 features of type [CoordSys] in FinalAssem4.SLDASM
2022-10-27 13:30:15,450 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-27 13:30:15,450 INFO  ExportHelperExtension.cs: 1160 - 9 components to check
2022-10-27 13:30:15,450 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Assem1-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Assem1-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1-4
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Assem1-4
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1-4
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BODY-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 40 in BODY-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BODY-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1-2
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Assem1-2
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1-2
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tyre-2
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 27 in tyre-2
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tyre-2
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tyre-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 27 in tyre-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tyre-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tyre-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 27 in tyre-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tyre-1
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tyre-4
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 27 in tyre-4
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tyre-4
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FinalAssem4.SLDASM
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 63 in FinalAssem4.SLDASM
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in FinalAssem4.SLDASM
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1160 - 9 components to check
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Assem1-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1-3
2022-10-27 13:30:15,466 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1-1
